2025-05-27 18:38:10,129 - INFO - experiments.py:190 - run_sbm_experiment() - Running experiment with SBM data.
2025-05-27 18:38:10,201 - INFO - experiments.py:226 - run_sbm_experiment() - All sub-processes started for sbm experiments.
2025-05-27 18:38:15,848 - INFO - datasets.py:315 - load_gt_clusters() - Loading GT clusters for sbmCycle(10, 1000, 0.01, 0.003)...
2025-05-27 18:38:15,850 - INFO - datasets.py:310 - load_graph() - Generating sbmCycle(10, 1000, 0.01, 0.003) graph from sbm...
2025-05-27 18:38:15,864 - INFO - datasets.py:315 - load_gt_clusters() - Loading GT clusters for sbmCycle(10, 1000, 0.01, 0.009000000000000001)...
2025-05-27 18:38:15,865 - INFO - datasets.py:310 - load_graph() - Generating sbmCycle(10, 1000, 0.01, 0.009000000000000001) graph from sbm...
2025-05-27 18:38:15,981 - INFO - datasets.py:315 - load_gt_clusters() - Loading GT clusters for sbmCycle(10, 1000, 0.01, 0.006)...
2025-05-27 18:38:15,982 - INFO - datasets.py:310 - load_graph() - Generating sbmCycle(10, 1000, 0.01, 0.006) graph from sbm...
2025-05-27 18:38:16,002 - INFO - datasets.py:315 - load_gt_clusters() - Loading GT clusters for sbmCycle(10, 1000, 0.01, 0.005)...
2025-05-27 18:38:16,002 - INFO - datasets.py:310 - load_graph() - Generating sbmCycle(10, 1000, 0.01, 0.005) graph from sbm...
2025-05-27 18:38:16,006 - INFO - datasets.py:315 - load_gt_clusters() - Loading GT clusters for sbmCycle(10, 1000, 0.01, 0.01)...
2025-05-27 18:38:16,006 - INFO - datasets.py:310 - load_graph() - Generating sbmCycle(10, 1000, 0.01, 0.01) graph from sbm...
2025-05-27 18:38:16,061 - INFO - datasets.py:315 - load_gt_clusters() - Loading GT clusters for sbmCycle(10, 1000, 0.01, 0.007)...
2025-05-27 18:38:16,062 - INFO - datasets.py:310 - load_graph() - Generating sbmCycle(10, 1000, 0.01, 0.007) graph from sbm...
2025-05-27 18:38:16,064 - INFO - datasets.py:315 - load_gt_clusters() - Loading GT clusters for sbmCycle(10, 1000, 0.01, 0.008)...
2025-05-27 18:38:16,065 - INFO - datasets.py:310 - load_graph() - Generating sbmCycle(10, 1000, 0.01, 0.008) graph from sbm...
2025-05-27 18:38:16,073 - INFO - datasets.py:315 - load_gt_clusters() - Loading GT clusters for sbmCycle(10, 1000, 0.01, 0.004)...
2025-05-27 18:38:16,074 - INFO - datasets.py:310 - load_graph() - Generating sbmCycle(10, 1000, 0.01, 0.004) graph from sbm...
2025-05-27 18:38:16,093 - INFO - datasets.py:315 - load_gt_clusters() - Loading GT clusters for sbmCycle(10, 1000, 0.01, 0.001)...
2025-05-27 18:38:16,095 - INFO - datasets.py:310 - load_graph() - Generating sbmCycle(10, 1000, 0.01, 0.001) graph from sbm...
2025-05-27 18:38:16,099 - INFO - datasets.py:315 - load_gt_clusters() - Loading GT clusters for sbmCycle(10, 1000, 0.01, 0.002)...
2025-05-27 18:38:16,099 - INFO - datasets.py:310 - load_graph() - Generating sbmCycle(10, 1000, 0.01, 0.002) graph from sbm...
2025-06-10 15:30:36,904 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 118031.jpg - output already exists.
2025-06-10 15:30:36,904 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 87015.jpg - output already exists.
2025-06-10 15:30:36,904 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 65084.jpg - output already exists.
2025-06-10 15:30:36,904 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 108036.jpg - output already exists.
2025-06-10 15:30:36,904 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 97010.jpg - output already exists.
2025-06-10 15:30:36,904 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 41085.jpg - output already exists.
2025-06-10 15:30:36,904 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 385022.jpg - output already exists.
2025-06-10 15:30:36,904 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 285022.jpg - output already exists.
2025-06-10 15:30:36,904 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 14085.jpg - output already exists.
2025-06-10 15:30:36,904 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 107072.jpg - output already exists.
2025-06-10 15:30:36,904 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 188025.jpg - output already exists.
2025-06-10 15:30:36,904 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 112090.jpg - output already exists.
2025-06-10 15:30:36,904 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 384089.jpg - output already exists.
2025-06-10 15:30:36,904 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 187058.jpg - output already exists.
2025-06-10 15:30:36,904 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 140088.jpg - output already exists.
2025-06-10 15:30:36,904 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 103006.jpg - output already exists.
2025-06-10 15:30:36,904 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 160006.jpg - output already exists.
2025-06-10 15:30:36,904 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 209021.jpg - output already exists.
2025-06-10 15:30:36,904 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 388067.jpg - output already exists.
2025-06-10 15:30:36,904 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 51084.jpg - output already exists.
2025-06-10 15:30:36,904 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 147080.jpg - output already exists.
2025-06-10 15:30:36,904 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 112056.jpg - output already exists.
2025-06-10 15:30:36,904 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 202000.jpg - output already exists.
2025-06-10 15:30:36,905 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 365072.jpg - output already exists.
2025-06-10 15:30:36,905 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 43051.jpg - output already exists.
2025-06-10 15:30:36,905 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 230098.jpg - output already exists.
2025-06-10 15:30:36,905 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 157087.jpg - output already exists.
2025-06-10 15:30:36,905 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 49024.jpg - output already exists.
2025-06-10 15:30:36,905 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 247012.jpg - output already exists.
2025-06-10 15:30:36,905 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 161045.jpg - output already exists.
2025-06-10 15:30:36,905 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 81066.jpg - output already exists.
2025-06-10 15:30:36,905 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 232076.jpg - output already exists.
2025-06-10 15:30:36,905 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 335094.jpg - output already exists.
2025-06-10 15:30:36,905 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 41096.jpg - output already exists.
2025-06-10 15:30:36,905 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 296058.jpg - output already exists.
2025-06-10 15:30:36,905 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 163096.jpg - output already exists.
2025-06-10 15:30:36,905 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 145079.jpg - output already exists.
2025-06-10 15:30:36,905 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 187099.jpg - output already exists.
2025-06-10 15:30:36,905 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 176051.jpg - output already exists.
2025-06-10 15:30:36,905 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 106005.jpg - output already exists.
2025-06-10 15:30:36,905 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 258089.jpg - output already exists.
2025-06-10 15:30:36,905 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 6046.jpg - output already exists.
2025-06-10 15:30:36,905 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 45000.jpg - output already exists.
2025-06-10 15:30:36,905 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 217013.jpg - output already exists.
2025-06-10 15:30:36,905 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 81095.jpg - output already exists.
2025-06-10 15:30:36,905 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 107045.jpg - output already exists.
2025-06-10 15:30:36,905 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 226033.jpg - output already exists.
2025-06-10 15:30:36,906 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 235098.jpg - output already exists.
2025-06-10 15:30:36,906 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 109055.jpg - output already exists.
2025-06-10 15:30:36,906 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 134049.jpg - output already exists.
2025-06-10 15:30:36,906 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 290035.jpg - output already exists.
2025-06-10 15:30:36,906 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 3063.jpg - output already exists.
2025-06-10 15:30:36,906 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 102062.jpg - output already exists.
2025-06-10 15:30:36,906 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 101027.jpg - output already exists.
2025-06-10 15:30:36,906 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 208078.jpg - output already exists.
2025-06-10 15:30:36,906 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 181021.jpg - output already exists.
2025-06-10 15:30:36,906 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 70090.jpg - output already exists.
2025-06-10 15:30:36,906 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 8068.jpg - output already exists.
2025-06-10 15:30:36,906 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 164046.jpg - output already exists.
2025-06-10 15:30:36,906 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 185092.jpg - output already exists.
2025-06-10 15:30:36,906 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 100099.jpg - output already exists.
2025-06-10 15:30:36,906 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 326025.jpg - output already exists.
2025-06-10 15:30:36,907 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 141012.jpg - output already exists.
2025-06-10 15:30:36,907 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 238025.jpg - output already exists.
2025-06-10 15:30:36,907 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 92014.jpg - output already exists.
2025-06-10 15:30:36,907 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 120003.jpg - output already exists.
2025-06-10 15:30:36,907 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 206097.jpg - output already exists.
2025-06-10 15:30:36,907 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 334025.jpg - output already exists.
2025-06-10 15:30:36,907 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 168084.jpg - output already exists.
2025-06-10 15:30:36,907 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 253092.jpg - output already exists.
2025-06-10 15:30:36,907 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 147077.jpg - output already exists.
2025-06-10 15:30:36,907 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 249021.jpg - output already exists.
2025-06-10 15:30:36,907 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 2018.jpg - output already exists.
2025-06-10 15:30:36,907 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 207038.jpg - output already exists.
2025-06-10 15:30:36,907 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 79073.jpg - output already exists.
2025-06-10 15:30:36,907 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 77062.jpg - output already exists.
2025-06-10 15:30:36,907 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 306051.jpg - output already exists.
2025-06-10 15:30:36,907 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 134067.jpg - output already exists.
2025-06-10 15:30:36,907 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 347031.jpg - output already exists.
2025-06-10 15:30:36,907 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 123057.jpg - output already exists.
2025-06-10 15:30:36,907 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 189096.jpg - output already exists.
2025-06-10 15:30:36,907 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 223004.jpg - output already exists.
2025-06-10 15:30:36,907 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 145059.jpg - output already exists.
2025-06-10 15:30:36,907 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 277053.jpg - output already exists.
2025-06-10 15:30:36,907 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 81090.jpg - output already exists.
2025-06-10 15:30:36,907 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 226022.jpg - output already exists.
2025-06-10 15:30:36,908 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 335088.jpg - output already exists.
2025-06-10 15:30:36,908 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 104010.jpg - output already exists.
2025-06-10 15:30:36,908 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 306052.jpg - output already exists.
2025-06-10 15:30:36,908 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 108004.jpg - output already exists.
2025-06-10 15:30:36,908 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 289011.jpg - output already exists.
2025-06-10 15:30:36,908 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 302022.jpg - output already exists.
2025-06-10 15:30:36,908 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 130014.jpg - output already exists.
2025-06-10 15:30:36,908 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 118015.jpg - output already exists.
2025-06-10 15:30:36,908 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 243095.jpg - output already exists.
2025-06-10 15:30:36,908 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 118072.jpg - output already exists.
2025-06-10 15:30:36,908 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 223060.jpg - output already exists.
2025-06-10 15:30:36,908 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 344010.jpg - output already exists.
2025-06-10 15:30:36,908 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 101084.jpg - output already exists.
2025-06-10 15:30:36,908 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 384022.jpg - output already exists.
2025-06-10 15:30:36,908 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 100007.jpg - output already exists.
2025-06-10 15:30:36,908 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 207049.jpg - output already exists.
2025-06-10 15:30:36,908 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 69007.jpg - output already exists.
2025-06-10 15:30:36,908 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 41006.jpg - output already exists.
2025-06-10 15:30:36,908 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 268074.jpg - output already exists.
2025-06-10 15:30:36,908 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 268048.jpg - output already exists.
2025-06-10 15:30:36,908 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 130066.jpg - output already exists.
2025-06-10 15:30:36,908 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 71099.jpg - output already exists.
2025-06-10 15:30:36,908 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 23050.jpg - output already exists.
2025-06-10 15:30:36,908 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 156054.jpg - output already exists.
2025-06-10 15:30:36,908 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 163004.jpg - output already exists.
2025-06-10 15:30:36,908 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 346016.jpg - output already exists.
2025-06-10 15:30:36,909 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 326085.jpg - output already exists.
2025-06-10 15:30:36,909 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 100039.jpg - output already exists.
2025-06-10 15:30:36,909 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 29030.jpg - output already exists.
2025-06-10 15:30:36,909 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 33044.jpg - output already exists.
2025-06-10 15:30:36,909 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 103078.jpg - output already exists.
2025-06-10 15:30:36,909 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 117025.jpg - output already exists.
2025-06-10 15:30:36,909 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 288024.jpg - output already exists.
2025-06-10 15:30:36,909 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 388018.jpg - output already exists.
2025-06-10 15:30:36,909 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 48025.jpg - output already exists.
2025-06-10 15:30:36,909 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 267036.jpg - output already exists.
2025-06-10 15:30:36,909 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 41029.jpg - output already exists.
2025-06-10 15:30:36,909 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 69000.jpg - output already exists.
2025-06-10 15:30:36,909 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 196088.jpg - output already exists.
2025-06-10 15:30:36,909 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 226043.jpg - output already exists.
2025-06-10 15:30:36,909 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 141048.jpg - output already exists.
2025-06-10 15:30:36,909 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 196062.jpg - output already exists.
2025-06-10 15:30:36,909 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 16004.jpg - output already exists.
2025-06-10 15:30:36,909 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 71076.jpg - output already exists.
2025-06-10 15:30:36,909 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 281017.jpg - output already exists.
2025-06-10 15:30:36,909 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 105027.jpg - output already exists.
2025-06-10 15:30:36,909 - DEBUG - experiments.py:374 - run_bsds_experiment() - Skipping image 159002.jpg - output already exists.
2025-06-10 15:46:40,068 - WARNING - experiments.py:428 - main() - 
The BSDS experiment is very resource-intensive. We recommend running on a compute server.
2025-06-10 15:46:40,068 - INFO - experiments.py:429 - main() - Waiting 10 seconds before starting the experiment...
2025-06-10 15:46:50,075 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 250087.jpg - output already exists.
2025-06-10 15:46:50,075 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 259060.jpg - output already exists.
2025-06-10 15:46:50,075 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 140006.jpg - output already exists.
2025-06-10 15:46:50,075 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 106047.jpg - output already exists.
2025-06-10 15:46:50,076 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 279005.jpg - output already exists.
2025-06-10 15:46:50,076 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 5096.jpg - output already exists.
2025-06-10 15:46:50,076 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 246009.jpg - output already exists.
2025-06-10 15:46:50,076 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 48017.jpg - output already exists.
2025-06-10 15:46:50,076 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 10081.jpg - output already exists.
2025-06-10 15:46:50,076 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 36046.jpg - output already exists.
2025-06-10 15:46:50,076 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 372019.jpg - output already exists.
2025-06-10 15:46:50,076 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 189013.jpg - output already exists.
2025-06-10 15:46:50,076 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 250047.jpg - output already exists.
2025-06-10 15:46:50,076 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 183066.jpg - output already exists.
2025-06-10 15:46:50,076 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 108069.jpg - output already exists.
2025-06-10 15:46:50,076 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 253016.jpg - output already exists.
2025-06-10 15:46:50,076 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 104055.jpg - output already exists.
2025-06-10 15:46:50,076 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 70011.jpg - output already exists.
2025-06-10 15:46:50,076 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 296028.jpg - output already exists.
2025-06-10 15:46:50,077 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 35028.jpg - output already exists.
2025-06-10 15:46:50,077 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 228076.jpg - output already exists.
2025-06-10 15:46:50,077 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 217090.jpg - output already exists.
2025-06-10 15:46:50,077 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 225022.jpg - output already exists.
2025-06-10 15:46:50,077 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 175083.jpg - output already exists.
2025-06-10 15:46:50,077 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 189006.jpg - output already exists.
2025-06-10 15:46:50,077 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 257098.jpg - output already exists.
2025-06-10 15:46:50,077 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 393035.jpg - output already exists.
2025-06-10 15:46:50,077 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 80085.jpg - output already exists.
2025-06-10 15:46:50,077 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 317043.jpg - output already exists.
2025-06-10 15:46:50,077 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 64061.jpg - output already exists.
2025-06-10 15:46:50,077 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 128035.jpg - output already exists.
2025-06-10 15:46:50,077 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 107014.jpg - output already exists.
2025-06-10 15:46:50,077 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 28083.jpg - output already exists.
2025-06-10 15:46:50,077 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 146074.jpg - output already exists.
2025-06-10 15:46:50,077 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 220003.jpg - output already exists.
2025-06-10 15:46:50,077 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 120093.jpg - output already exists.
2025-06-10 15:46:50,077 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 80090.jpg - output already exists.
2025-06-10 15:46:50,077 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 159022.jpg - output already exists.
2025-06-10 15:46:50,078 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 78098.jpg - output already exists.
2025-06-10 15:46:50,078 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 189029.jpg - output already exists.
2025-06-10 15:46:50,078 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 376086.jpg - output already exists.
2025-06-10 15:46:50,078 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 15062.jpg - output already exists.
2025-06-10 15:46:50,078 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 17067.jpg - output already exists.
2025-06-10 15:46:50,078 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 179084.jpg - output already exists.
2025-06-10 15:46:50,078 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 388006.jpg - output already exists.
2025-06-10 15:46:50,078 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 226060.jpg - output already exists.
2025-06-10 15:46:50,078 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 309040.jpg - output already exists.
2025-06-10 15:46:50,078 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 198087.jpg - output already exists.
2025-06-10 15:46:50,078 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 69022.jpg - output already exists.
2025-06-10 15:46:50,078 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 160067.jpg - output already exists.
2025-06-10 15:46:50,078 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 196040.jpg - output already exists.
2025-06-10 15:46:50,078 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 157032.jpg - output already exists.
2025-06-10 15:46:50,078 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 43033.jpg - output already exists.
2025-06-10 15:46:50,078 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 94095.jpg - output already exists.
2025-06-10 15:46:50,078 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 368037.jpg - output already exists.
2025-06-10 15:46:50,078 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 61034.jpg - output already exists.
2025-06-10 15:46:50,078 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 247003.jpg - output already exists.
2025-06-10 15:46:50,078 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 196027.jpg - output already exists.
2025-06-10 15:46:50,079 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 35049.jpg - output already exists.
2025-06-10 15:46:50,079 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 14092.jpg - output already exists.
2025-06-10 15:46:50,079 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 103029.jpg - output already exists.
2025-06-10 15:46:50,079 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 20069.jpg - output already exists.
2025-06-10 15:46:50,079 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 206062.jpg - output already exists.
2025-06-10 15:46:50,079 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 15011.jpg - output already exists.
2025-06-10 15:46:50,079 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 201080.jpg - output already exists.
2025-06-10 15:46:50,079 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 16068.jpg - output already exists.
2025-06-10 15:46:50,079 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 230063.jpg - output already exists.
2025-06-10 15:46:50,079 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 118031.jpg - output already exists.
2025-06-10 15:46:50,079 - DEBUG - experiments.py:373 - run_bsds_experiment() - Skipping image 87015.jpg - output already exists.
